"category","topic","tree_header","term","tree_number","descriptor_id"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Vascular Capacitance","G09.330.380.906","http://id.nlm.nih.gov/mesh/D018924"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Vascular Resistance","G09.330.380.921","http://id.nlm.nih.gov/mesh/D014655"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Capillary Resistance","G09.330.380.921.327","http://id.nlm.nih.gov/mesh/D002200"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Ventricular Pressure","G09.330.380.937","http://id.nlm.nih.gov/mesh/D017725"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Vascular Patency","G09.330.920","http://id.nlm.nih.gov/mesh/D014654"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Vascular Remodeling","G09.330.930","http://id.nlm.nih.gov/mesh/D066253"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Vascular Stiffness","G09.330.940","http://id.nlm.nih.gov/mesh/D059289"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Physiological Phenomena","G09.772","http://id.nlm.nih.gov/mesh/D012143"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Airway Remodeling","G09.772.029","http://id.nlm.nih.gov/mesh/D056151"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Airway Resistance","G09.772.060","http://id.nlm.nih.gov/mesh/D000403"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Lung Compliance","G09.772.540","http://id.nlm.nih.gov/mesh/D008170"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Pulmonary Diffusing Capacity","G09.772.600","http://id.nlm.nih.gov/mesh/D011653"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Pulmonary Ventilation","G09.772.650","http://id.nlm.nih.gov/mesh/D012123"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Forced Expiratory Flow Rates","G09.772.650.300","http://id.nlm.nih.gov/mesh/D005540"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Maximal Expiratory Flow Rate","G09.772.650.300.590","http://id.nlm.nih.gov/mesh/D008448"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Maximal Expiratory Flow-Volume Curves","G09.772.650.300.630","http://id.nlm.nih.gov/mesh/D008449"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Maximal Midexpiratory Flow Rate","G09.772.650.300.670","http://id.nlm.nih.gov/mesh/D008450"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Peak Expiratory Flow Rate","G09.772.650.300.790","http://id.nlm.nih.gov/mesh/D010366"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Forced Expiratory Volume","G09.772.650.430","http://id.nlm.nih.gov/mesh/D005541"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Maximal Voluntary Ventilation","G09.772.650.630","http://id.nlm.nih.gov/mesh/D008451"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Dead Space","G09.772.760","http://id.nlm.nih.gov/mesh/D012126"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Physiological Processes","G09.772.770","http://id.nlm.nih.gov/mesh/D044703"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Mucociliary Clearance","G09.772.770.580","http://id.nlm.nih.gov/mesh/D009079"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Phonation","G09.772.770.680","http://id.nlm.nih.gov/mesh/D010699"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Singing","G09.772.770.680.500","http://id.nlm.nih.gov/mesh/D063346"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Pulmonary Circulation","G09.772.770.690","http://id.nlm.nih.gov/mesh/D011652"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Pulmonary Elimination","G09.772.770.723","http://id.nlm.nih.gov/mesh/D066232"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiration","G09.772.770.755","http://id.nlm.nih.gov/mesh/D012119"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Breath Holding","G09.772.770.755.349","http://id.nlm.nih.gov/mesh/D062485"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Mechanics","G09.772.770.755.700","http://id.nlm.nih.gov/mesh/D015656"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Bronchoconstriction","G09.772.770.755.700.080","http://id.nlm.nih.gov/mesh/D016084"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Exhalation","G09.772.770.755.700.275","http://id.nlm.nih.gov/mesh/D045853"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Inhalation","G09.772.770.755.700.390","http://id.nlm.nih.gov/mesh/D001239"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Rate","G09.772.770.755.730","http://id.nlm.nih.gov/mesh/D056152"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Transport","G09.772.770.755.760","http://id.nlm.nih.gov/mesh/D015657"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Pulmonary Gas Exchange","G09.772.770.755.760.602","http://id.nlm.nih.gov/mesh/D011659"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Tract Absorption","G09.772.770.787","http://id.nlm.nih.gov/mesh/D065589"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Nasal Absorption","G09.772.770.787.500","http://id.nlm.nih.gov/mesh/D065588"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Sneezing","G09.772.770.820","http://id.nlm.nih.gov/mesh/D012912"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Yawning","G09.772.770.980","http://id.nlm.nih.gov/mesh/D015000"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Respiratory Sounds","G09.772.775","http://id.nlm.nih.gov/mesh/D012135"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Total Lung Capacity","G09.772.850","http://id.nlm.nih.gov/mesh/D014109"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Closing Volume","G09.772.850.250","http://id.nlm.nih.gov/mesh/D003011"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Functional Residual Capacity","G09.772.850.390","http://id.nlm.nih.gov/mesh/D005652"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Expiratory Reserve Volume","G09.772.850.390.360","http://id.nlm.nih.gov/mesh/D005105"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Residual Volume","G09.772.850.390.820","http://id.nlm.nih.gov/mesh/D012115"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Vital Capacity","G09.772.850.970","http://id.nlm.nih.gov/mesh/D014797"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Expiratory Reserve Volume","G09.772.850.970.360","http://id.nlm.nih.gov/mesh/D005105"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Inspiratory Capacity","G09.772.850.970.500","http://id.nlm.nih.gov/mesh/D007320"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Inspiratory Reserve Volume","G09.772.850.970.500.375","http://id.nlm.nih.gov/mesh/D007321"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Tidal Volume","G09.772.850.970.500.700","http://id.nlm.nih.gov/mesh/D013990"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Valsalva Maneuver","G09.772.910","http://id.nlm.nih.gov/mesh/D014636"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Ventilation-Perfusion Ratio","G09.772.920","http://id.nlm.nih.gov/mesh/D014692"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Voice","G09.772.925","http://id.nlm.nih.gov/mesh/D014831"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Voice Quality","G09.772.925.960","http://id.nlm.nih.gov/mesh/D014833"
"Phenomena and Processes","Circulatory and Respiratory Physiological Phenomena","G09","Work of Breathing","G09.772.965","http://id.nlm.nih.gov/mesh/D014939"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Digestive System and Oral Physiological Phenomena","G10","http://id.nlm.nih.gov/mesh/D055688"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Digestive System Physiological Phenomena","G10.261","http://id.nlm.nih.gov/mesh/D004068"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Digestive System Processes","G10.261.326","http://id.nlm.nih.gov/mesh/D052799"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Defecation","G10.261.326.210","http://id.nlm.nih.gov/mesh/D003672"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Deglutition","G10.261.326.215","http://id.nlm.nih.gov/mesh/D003679"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Digestion","G10.261.326.222","http://id.nlm.nih.gov/mesh/D004063"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Salivation","G10.261.326.222.800","http://id.nlm.nih.gov/mesh/D012472"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Eating","G10.261.326.240","http://id.nlm.nih.gov/mesh/D004435"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Drinking","G10.261.326.240.249","http://id.nlm.nih.gov/mesh/D004326"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Mastication","G10.261.326.240.500","http://id.nlm.nih.gov/mesh/D008409"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Gagging","G10.261.326.270","http://id.nlm.nih.gov/mesh/D005683"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Gallbladder Emptying","G10.261.326.300","http://id.nlm.nih.gov/mesh/D016473"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Gastrointestinal Absorption","G10.261.326.305","http://id.nlm.nih.gov/mesh/D065569"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Gastric Absorption","G10.261.326.305.249","http://id.nlm.nih.gov/mesh/D065570"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Intestinal Absorption","G10.261.326.305.500","http://id.nlm.nih.gov/mesh/D007408"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Intestinal Reabsorption","G10.261.326.305.500.500","http://id.nlm.nih.gov/mesh/D065628"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Oral Mucosal Absorption","G10.261.326.305.650","http://id.nlm.nih.gov/mesh/D065568"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Rectal Absorption","G10.261.326.305.825","http://id.nlm.nih.gov/mesh/D065590"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Gastrointestinal Motility","G10.261.326.310","http://id.nlm.nih.gov/mesh/D005769"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Gastric Emptying","G10.261.326.310.400","http://id.nlm.nih.gov/mesh/D005746"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Gastrointestinal Transit","G10.261.326.310.525","http://id.nlm.nih.gov/mesh/D005772"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Myoelectric Complex, Migrating","G10.261.326.310.570","http://id.nlm.nih.gov/mesh/D016065"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Peristalsis","G10.261.326.310.596","http://id.nlm.nih.gov/mesh/D010528"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Hepatobiliary Elimination","G10.261.326.415","http://id.nlm.nih.gov/mesh/D065669"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Intestinal Elimination","G10.261.326.467","http://id.nlm.nih.gov/mesh/D066237"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Liver Regeneration","G10.261.326.520","http://id.nlm.nih.gov/mesh/D008115"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Hunger","G10.261.390","http://id.nlm.nih.gov/mesh/D006815"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Appetite","G10.261.390.070","http://id.nlm.nih.gov/mesh/D001066"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Appetite Regulation","G10.261.390.070.290","http://id.nlm.nih.gov/mesh/D001069"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Postprandial Period","G10.261.700","http://id.nlm.nih.gov/mesh/D019518"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dental Physiological Phenomena","G10.549","http://id.nlm.nih.gov/mesh/D009063"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dental Caries Susceptibility","G10.549.140","http://id.nlm.nih.gov/mesh/D003733"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dental Enamel Solubility","G10.549.181","http://id.nlm.nih.gov/mesh/D003747"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dental Physiological Processes","G10.549.235","http://id.nlm.nih.gov/mesh/D055690"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dental Occlusion","G10.549.235.202","http://id.nlm.nih.gov/mesh/D003766"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Tooth Calcification","G10.549.235.688","http://id.nlm.nih.gov/mesh/D014074"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Tooth Eruption","G10.549.235.726","http://id.nlm.nih.gov/mesh/D014078"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Tooth Exfoliation","G10.549.235.764","http://id.nlm.nih.gov/mesh/D014080"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Tooth Migration","G10.549.235.803","http://id.nlm.nih.gov/mesh/D014085"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Mesial Movement of Teeth","G10.549.235.803.535","http://id.nlm.nih.gov/mesh/D008644"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Tooth Resorption","G10.549.235.917","http://id.nlm.nih.gov/mesh/D014091"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Root Resorption","G10.549.235.917.653","http://id.nlm.nih.gov/mesh/D012391"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dentin Solubility","G10.549.245","http://id.nlm.nih.gov/mesh/D003808"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Tooth Mobility","G10.549.840","http://id.nlm.nih.gov/mesh/D014086"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Tooth Permeability","G10.549.845","http://id.nlm.nih.gov/mesh/D014088"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dental Enamel Permeability","G10.549.845.292","http://id.nlm.nih.gov/mesh/D003745"
"Phenomena and Processes","Digestive System and Oral Physiological Phenomena","G10","Dentin Permeability","G10.549.845.461","http://id.nlm.nih.gov/mesh/D003806"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Musculoskeletal and Neural Physiological Phenomena","G11","http://id.nlm.nih.gov/mesh/D055687"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Musculoskeletal Physiological Phenomena","G11.427","http://id.nlm.nih.gov/mesh/D009142"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Bone Density","G11.427.100","http://id.nlm.nih.gov/mesh/D015519"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Muscle Fatigue","G11.427.550","http://id.nlm.nih.gov/mesh/D018763"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Muscle Strength","G11.427.560","http://id.nlm.nih.gov/mesh/D053580"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Hand Strength","G11.427.560.500","http://id.nlm.nih.gov/mesh/D018737"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Pinch Strength","G11.427.560.500.500","http://id.nlm.nih.gov/mesh/D052581"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Muscle Tonus","G11.427.565","http://id.nlm.nih.gov/mesh/D009129"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Musculoskeletal Physiological Processes","G11.427.590","http://id.nlm.nih.gov/mesh/D043702"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Bone Remodeling","G11.427.590.195","http://id.nlm.nih.gov/mesh/D016723"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Bone Regeneration","G11.427.590.195.140","http://id.nlm.nih.gov/mesh/D001861"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Osseointegration","G11.427.590.195.140.570","http://id.nlm.nih.gov/mesh/D016348"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Bone Resorption","G11.427.590.195.150","http://id.nlm.nih.gov/mesh/D001862"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Osteolysis","G11.427.590.195.150.570","http://id.nlm.nih.gov/mesh/D010014"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Intramuscular Absorption","G11.427.590.362","http://id.nlm.nih.gov/mesh/D065586"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Movement","G11.427.590.530","http://id.nlm.nih.gov/mesh/D009068"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Eye Movements","G11.427.590.530.140","http://id.nlm.nih.gov/mesh/D005133"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Gait","G11.427.590.530.389","http://id.nlm.nih.gov/mesh/D005684"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Head Movements","G11.427.590.530.478","http://id.nlm.nih.gov/mesh/D019416"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Locomotion","G11.427.590.530.568","http://id.nlm.nih.gov/mesh/D008124"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Flight, Animal","G11.427.590.530.568.304","http://id.nlm.nih.gov/mesh/D005426"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Running","G11.427.590.530.568.610","http://id.nlm.nih.gov/mesh/D012420"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Jogging","G11.427.590.530.568.610.320","http://id.nlm.nih.gov/mesh/D007590"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Swimming","G11.427.590.530.568.800","http://id.nlm.nih.gov/mesh/D013550"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Walking","G11.427.590.530.568.900","http://id.nlm.nih.gov/mesh/D016138"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Dependent Ambulation","G11.427.590.530.568.900.500","http://id.nlm.nih.gov/mesh/D051341"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Motor Activity","G11.427.590.530.698","http://id.nlm.nih.gov/mesh/D009043"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Exercise","G11.427.590.530.698.277","http://id.nlm.nih.gov/mesh/D015444"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Circuit-Based Exercise","G11.427.590.530.698.277.061","http://id.nlm.nih.gov/mesh/D065327"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Cool-Down Exercise","G11.427.590.530.698.277.124","http://id.nlm.nih.gov/mesh/D064590"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Muscle Stretching Exercises","G11.427.590.530.698.277.249","http://id.nlm.nih.gov/mesh/D052580"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Physical Conditioning, Animal","G11.427.590.530.698.277.280","http://id.nlm.nih.gov/mesh/D010805"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Physical Conditioning, Human","G11.427.590.530.698.277.311","http://id.nlm.nih.gov/mesh/D064797"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Plyometric Exercise","G11.427.590.530.698.277.374","http://id.nlm.nih.gov/mesh/D059385"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Resistance Training","G11.427.590.530.698.277.500","http://id.nlm.nih.gov/mesh/D055070"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Running","G11.427.590.530.698.277.750","http://id.nlm.nih.gov/mesh/D012420"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Jogging","G11.427.590.530.698.277.750.320","http://id.nlm.nih.gov/mesh/D007590"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Swimming","G11.427.590.530.698.277.875","http://id.nlm.nih.gov/mesh/D013550"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Walking","G11.427.590.530.698.277.937","http://id.nlm.nih.gov/mesh/D016138"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Warm-Up Exercise","G11.427.590.530.698.277.968","http://id.nlm.nih.gov/mesh/D063996"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Flight, Animal","G11.427.590.530.698.416","http://id.nlm.nih.gov/mesh/D005426"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Freezing Reaction, Cataleptic","G11.427.590.530.698.555","http://id.nlm.nih.gov/mesh/D046352"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Immobility Response, Tonic","G11.427.590.530.698.680","http://id.nlm.nih.gov/mesh/D046353"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Pronation","G11.427.590.530.698.840","http://id.nlm.nih.gov/mesh/D011403"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Supination","G11.427.590.530.698.920","http://id.nlm.nih.gov/mesh/D013484"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Muscle Contraction","G11.427.590.540","http://id.nlm.nih.gov/mesh/D009119"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Excitation Contraction Coupling","G11.427.590.540.235","http://id.nlm.nih.gov/mesh/D056966"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Isometric Contraction","G11.427.590.540.472","http://id.nlm.nih.gov/mesh/D007537"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Isotonic Contraction","G11.427.590.540.493","http://id.nlm.nih.gov/mesh/D007551"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Muscle Relaxation","G11.427.590.540.554","http://id.nlm.nih.gov/mesh/D009126"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Diastole","G11.427.590.540.554.250","http://id.nlm.nih.gov/mesh/D003971"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Myocardial Contraction","G11.427.590.540.570","http://id.nlm.nih.gov/mesh/D009200"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Diastole","G11.427.590.540.570.295","http://id.nlm.nih.gov/mesh/D003971"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Systole","G11.427.590.540.570.880","http://id.nlm.nih.gov/mesh/D013599"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Myoelectric Complex, Migrating","G11.427.590.540.730","http://id.nlm.nih.gov/mesh/D016065"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Uterine Contraction","G11.427.590.540.890","http://id.nlm.nih.gov/mesh/D014590"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Musculoskeletal Development","G11.427.590.560","http://id.nlm.nih.gov/mesh/D041641"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Bone Development","G11.427.590.560.100","http://id.nlm.nih.gov/mesh/D001846"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Calcification, Physiologic","G11.427.590.560.100.175","http://id.nlm.nih.gov/mesh/D002113"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Maxillofacial Development","G11.427.590.560.100.478","http://id.nlm.nih.gov/mesh/D008445"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Osteogenesis","G11.427.590.560.100.729","http://id.nlm.nih.gov/mesh/D010012"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Chondrogenesis","G11.427.590.560.180","http://id.nlm.nih.gov/mesh/D020219"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Muscle Development","G11.427.590.560.590","http://id.nlm.nih.gov/mesh/D024510"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Physical Exertion","G11.427.590.780","http://id.nlm.nih.gov/mesh/D005082"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Physical Endurance","G11.427.680","http://id.nlm.nih.gov/mesh/D010807"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Anaerobic Threshold","G11.427.680.134","http://id.nlm.nih.gov/mesh/D015308"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Exercise Tolerance","G11.427.680.270","http://id.nlm.nih.gov/mesh/D017079"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Physical Fitness","G11.427.685","http://id.nlm.nih.gov/mesh/D010809"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Postural Balance","G11.427.690","http://id.nlm.nih.gov/mesh/D004856"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Posture","G11.427.695","http://id.nlm.nih.gov/mesh/D011187"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Head-Down Tilt","G11.427.695.300","http://id.nlm.nih.gov/mesh/D018475"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Knee-Chest Position","G11.427.695.380","http://id.nlm.nih.gov/mesh/D056446"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Prone Position","G11.427.695.525","http://id.nlm.nih.gov/mesh/D016684"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Supine Position","G11.427.695.625","http://id.nlm.nih.gov/mesh/D016683"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Psychomotor Performance","G11.427.700","http://id.nlm.nih.gov/mesh/D011597"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Range of Motion, Articular","G11.427.760","http://id.nlm.nih.gov/mesh/D016059"
"Phenomena and Processes","Musculoskeletal and Neural Physiological Phenomena","G11","Arthrometry, Articular","G11.427.760.500","http://id.nlm.nih.gov/mesh/D053587"
