category,topic,tree_header,term,tree_number,descriptor_id
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 8",G05.360.162.520.300.325.340,http://id.nlm.nih.gov/mesh/D002898
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 9",G05.360.162.520.300.325.345,http://id.nlm.nih.gov/mesh/D002899
Phenomena and Processes,Genetic Phenomena,G05,Philadelphia Chromosome,G05.360.162.520.300.325.345.700,http://id.nlm.nih.gov/mesh/D010677
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 10",G05.360.162.520.300.325.350,http://id.nlm.nih.gov/mesh/D002879
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 11",G05.360.162.520.300.325.355,http://id.nlm.nih.gov/mesh/D002880
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 12",G05.360.162.520.300.325.360,http://id.nlm.nih.gov/mesh/D002881
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, X",G05.360.162.520.300.325.680,http://id.nlm.nih.gov/mesh/D041321
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, 13-15",G05.360.162.520.300.370,http://id.nlm.nih.gov/mesh/D002901
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 13",G05.360.162.520.300.370.375,http://id.nlm.nih.gov/mesh/D002882
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 14",G05.360.162.520.300.370.380,http://id.nlm.nih.gov/mesh/D002883
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 15",G05.360.162.520.300.370.385,http://id.nlm.nih.gov/mesh/D002884
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, 16-18",G05.360.162.520.300.415,http://id.nlm.nih.gov/mesh/D002902
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 16",G05.360.162.520.300.415.420,http://id.nlm.nih.gov/mesh/D002885
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 17",G05.360.162.520.300.415.425,http://id.nlm.nih.gov/mesh/D002886
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 18",G05.360.162.520.300.415.430,http://id.nlm.nih.gov/mesh/D002887
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, 19-20",G05.360.162.520.300.460,http://id.nlm.nih.gov/mesh/D002903
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 19",G05.360.162.520.300.460.465,http://id.nlm.nih.gov/mesh/D002888
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 20",G05.360.162.520.300.460.470,http://id.nlm.nih.gov/mesh/D002890
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, 21-22 and Y",G05.360.162.520.300.505,http://id.nlm.nih.gov/mesh/D002904
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 21",G05.360.162.520.300.505.510,http://id.nlm.nih.gov/mesh/D002891
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Pair 22",G05.360.162.520.300.505.515,http://id.nlm.nih.gov/mesh/D002892
Phenomena and Processes,Genetic Phenomena,G05,Philadelphia Chromosome,G05.360.162.520.300.505.515.700,http://id.nlm.nih.gov/mesh/D010677
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Y",G05.360.162.520.300.505.757,http://id.nlm.nih.gov/mesh/D041322
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Plant",G05.360.162.560,http://id.nlm.nih.gov/mesh/D032461
Phenomena and Processes,Genetic Phenomena,G05,Isochromosomes,G05.360.162.570,http://id.nlm.nih.gov/mesh/D018404
Phenomena and Processes,Genetic Phenomena,G05,Karyotype,G05.360.162.679,http://id.nlm.nih.gov/mesh/D059785
Phenomena and Processes,Genetic Phenomena,G05,Abnormal Karyotype,G05.360.162.679.500,http://id.nlm.nih.gov/mesh/D059786
Phenomena and Processes,Genetic Phenomena,G05,XYY Karyotype,G05.360.162.679.500.500,http://id.nlm.nih.gov/mesh/D014997
Phenomena and Processes,Genetic Phenomena,G05,Ring Chromosomes,G05.360.162.788,http://id.nlm.nih.gov/mesh/D012303
Phenomena and Processes,Genetic Phenomena,G05,Sex Chromosomes,G05.360.162.865,http://id.nlm.nih.gov/mesh/D012730
Phenomena and Processes,Genetic Phenomena,G05,Sex Chromatin,G05.360.162.865.800,http://id.nlm.nih.gov/mesh/D012728
Phenomena and Processes,Genetic Phenomena,G05,X Chromosome,G05.360.162.865.982,http://id.nlm.nih.gov/mesh/D014960
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, X",G05.360.162.865.982.500,http://id.nlm.nih.gov/mesh/D041321
Phenomena and Processes,Genetic Phenomena,G05,Y Chromosome,G05.360.162.865.983,http://id.nlm.nih.gov/mesh/D014998
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Human, Y",G05.360.162.865.983.500,http://id.nlm.nih.gov/mesh/D041322
Phenomena and Processes,Genetic Phenomena,G05,Gene Library,G05.360.325,http://id.nlm.nih.gov/mesh/D015723
Phenomena and Processes,Genetic Phenomena,G05,Genomic Library,G05.360.325.425,http://id.nlm.nih.gov/mesh/D015698
Phenomena and Processes,Genetic Phenomena,G05,Peptide Library,G05.360.325.640,http://id.nlm.nih.gov/mesh/D019151
Phenomena and Processes,Genetic Phenomena,G05,Genetic Code,G05.360.335,http://id.nlm.nih.gov/mesh/D005815
Phenomena and Processes,Genetic Phenomena,G05,Anticodon,G05.360.335.060,http://id.nlm.nih.gov/mesh/D000926
Phenomena and Processes,Genetic Phenomena,G05,Codon,G05.360.335.355,http://id.nlm.nih.gov/mesh/D003062
Phenomena and Processes,Genetic Phenomena,G05,"Codon, Initiator",G05.360.335.355.225,http://id.nlm.nih.gov/mesh/D018387
Phenomena and Processes,Genetic Phenomena,G05,"Codon, Terminator",G05.360.335.355.250,http://id.nlm.nih.gov/mesh/D018388
Phenomena and Processes,Genetic Phenomena,G05,"Codon, Nonsense",G05.360.335.355.250.235,http://id.nlm.nih.gov/mesh/D018389
Phenomena and Processes,Genetic Phenomena,G05,Reading Frames,G05.360.335.760,http://id.nlm.nih.gov/mesh/D016364
Phenomena and Processes,Genetic Phenomena,G05,Open Reading Frames,G05.360.335.760.640,http://id.nlm.nih.gov/mesh/D016366
Phenomena and Processes,Genetic Phenomena,G05,Genetic Vectors,G05.360.337,http://id.nlm.nih.gov/mesh/D005822
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Artificial",G05.360.337.249,http://id.nlm.nih.gov/mesh/D022201
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Artificial, Bacterial",G05.360.337.249.170,http://id.nlm.nih.gov/mesh/D022202
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Artificial, Mammalian",G05.360.337.249.190,http://id.nlm.nih.gov/mesh/D022221
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Artificial, Human",G05.360.337.249.190.117,http://id.nlm.nih.gov/mesh/D022222
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Artificial, P1 Bacteriophage",G05.360.337.249.195,http://id.nlm.nih.gov/mesh/D027042
Phenomena and Processes,Genetic Phenomena,G05,"Chromosomes, Artificial, Yeast",G05.360.337.249.200,http://id.nlm.nih.gov/mesh/D018244
Phenomena and Processes,Genetic Phenomena,G05,Cosmids,G05.360.337.500,http://id.nlm.nih.gov/mesh/D003360
Phenomena and Processes,Genetic Phenomena,G05,Genome,G05.360.340,http://id.nlm.nih.gov/mesh/D016678
Phenomena and Processes,Genetic Phenomena,G05,Exome,G05.360.340.011,http://id.nlm.nih.gov/mesh/D059472
Phenomena and Processes,Genetic Phenomena,G05,Genome Components,G05.360.340.024,http://id.nlm.nih.gov/mesh/D040481
Phenomena and Processes,Genetic Phenomena,G05,"Attachment Sites, Microbiological",G05.360.340.024.079,http://id.nlm.nih.gov/mesh/D001287
Phenomena and Processes,Genetic Phenomena,G05,CpG Islands,G05.360.340.024.159,http://id.nlm.nih.gov/mesh/D018899
Phenomena and Processes,Genetic Phenomena,G05,"DNA Sequence, Unstable",G05.360.340.024.189,http://id.nlm.nih.gov/mesh/D043243
Phenomena and Processes,Genetic Phenomena,G05,DNA Repeat Expansion,G05.360.340.024.189.220,http://id.nlm.nih.gov/mesh/D042622
Phenomena and Processes,Genetic Phenomena,G05,Trinucleotide Repeat Expansion,G05.360.340.024.189.220.865,http://id.nlm.nih.gov/mesh/D019680
Phenomena and Processes,Genetic Phenomena,G05,Chromosome Fragile Sites,G05.360.340.024.189.610,http://id.nlm.nih.gov/mesh/D043283
Phenomena and Processes,Genetic Phenomena,G05,"DNA, Intergenic",G05.360.340.024.220,http://id.nlm.nih.gov/mesh/D021901
Phenomena and Processes,Genetic Phenomena,G05,"DNA, Satellite",G05.360.340.024.220.150,http://id.nlm.nih.gov/mesh/D004276
Phenomena and Processes,Genetic Phenomena,G05,3' Flanking Region,G05.360.340.024.220.280,http://id.nlm.nih.gov/mesh/D024509
Phenomena and Processes,Genetic Phenomena,G05,5' Flanking Region,G05.360.340.024.220.282,http://id.nlm.nih.gov/mesh/D024506
Phenomena and Processes,Genetic Phenomena,G05,Introns,G05.360.340.024.220.400,http://id.nlm.nih.gov/mesh/D007438
Phenomena and Processes,Genetic Phenomena,G05,Replication Origin,G05.360.340.024.220.760,http://id.nlm.nih.gov/mesh/D018741
Phenomena and Processes,Genetic Phenomena,G05,Untranslated Regions,G05.360.340.024.220.880,http://id.nlm.nih.gov/mesh/D020506
Phenomena and Processes,Genetic Phenomena,G05,3' Untranslated Regions,G05.360.340.024.220.880.880,http://id.nlm.nih.gov/mesh/D020413
Phenomena and Processes,Genetic Phenomena,G05,AU Rich Elements,G05.360.340.024.220.880.880.500,http://id.nlm.nih.gov/mesh/D063307
Phenomena and Processes,Genetic Phenomena,G05,5' Untranslated Regions,G05.360.340.024.220.880.885,http://id.nlm.nih.gov/mesh/D020121
Phenomena and Processes,Genetic Phenomena,G05,Genes,G05.360.340.024.340,http://id.nlm.nih.gov/mesh/D005796
Phenomena and Processes,Genetic Phenomena,G05,Alleles,G05.360.340.024.340.030,http://id.nlm.nih.gov/mesh/D000483
Phenomena and Processes,Genetic Phenomena,G05,Gene Components,G05.360.340.024.340.137,http://id.nlm.nih.gov/mesh/D040461
Phenomena and Processes,Genetic Phenomena,G05,Codon,G05.360.340.024.340.137.190,http://id.nlm.nih.gov/mesh/D003062
Phenomena and Processes,Genetic Phenomena,G05,"Codon, Initiator",G05.360.340.024.340.137.190.225,http://id.nlm.nih.gov/mesh/D018387
Phenomena and Processes,Genetic Phenomena,G05,"Codon, Terminator",G05.360.340.024.340.137.190.250,http://id.nlm.nih.gov/mesh/D018388
Phenomena and Processes,Genetic Phenomena,G05,Exons,G05.360.340.024.340.137.232,http://id.nlm.nih.gov/mesh/D005091
Phenomena and Processes,Genetic Phenomena,G05,Hinge Exons,G05.360.340.024.340.137.232.459,http://id.nlm.nih.gov/mesh/D052058
Phenomena and Processes,Genetic Phenomena,G05,VDJ Exons,G05.360.340.024.340.137.232.920,http://id.nlm.nih.gov/mesh/D050441
Phenomena and Processes,Genetic Phenomena,G05,Expressed Sequence Tags,G05.360.340.024.340.137.275,http://id.nlm.nih.gov/mesh/D020224
Phenomena and Processes,Genetic Phenomena,G05,3' Flanking Region,G05.360.340.024.340.137.290,http://id.nlm.nih.gov/mesh/D024509
Phenomena and Processes,Genetic Phenomena,G05,5' Flanking Region,G05.360.340.024.340.137.295,http://id.nlm.nih.gov/mesh/D024506
Phenomena and Processes,Genetic Phenomena,G05,Immunoglobulin Switch Region,G05.360.340.024.340.137.430,http://id.nlm.nih.gov/mesh/D007134
Phenomena and Processes,Genetic Phenomena,G05,Introns,G05.360.340.024.340.137.515,http://id.nlm.nih.gov/mesh/D007438
Phenomena and Processes,Genetic Phenomena,G05,Open Reading Frames,G05.360.340.024.340.137.650,http://id.nlm.nih.gov/mesh/D016366
Phenomena and Processes,Genetic Phenomena,G05,"Regulatory Elements, Transcriptional",G05.360.340.024.340.137.750,http://id.nlm.nih.gov/mesh/D050436
Phenomena and Processes,Genetic Phenomena,G05,"Enhancer Elements, Genetic",G05.360.340.024.340.137.750.249,http://id.nlm.nih.gov/mesh/D004742
Phenomena and Processes,Genetic Phenomena,G05,E-Box Elements,G05.360.340.024.340.137.750.249.240,http://id.nlm.nih.gov/mesh/D024721
Phenomena and Processes,Genetic Phenomena,G05,HIV Enhancer,G05.360.340.024.340.137.750.249.400,http://id.nlm.nih.gov/mesh/D016322
Phenomena and Processes,Genetic Phenomena,G05,Response Elements,G05.360.340.024.340.137.750.249.765,http://id.nlm.nih.gov/mesh/D020218
Phenomena and Processes,Genetic Phenomena,G05,Serum Response Element,G05.360.340.024.340.137.750.249.765.800,http://id.nlm.nih.gov/mesh/D027602
Phenomena and Processes,Genetic Phenomena,G05,Vitamin D Response Element,G05.360.340.024.340.137.750.249.765.920,http://id.nlm.nih.gov/mesh/D030181
Phenomena and Processes,Genetic Phenomena,G05,"Promoter Regions, Genetic",G05.360.340.024.340.137.750.680,http://id.nlm.nih.gov/mesh/D011401
Phenomena and Processes,Genetic Phenomena,G05,Response Elements,G05.360.340.024.340.137.750.680.765,http://id.nlm.nih.gov/mesh/D020218
Phenomena and Processes,Genetic Phenomena,G05,Antioxidant Response Elements,G05.360.340.024.340.137.750.680.765.040,http://id.nlm.nih.gov/mesh/D061745
Phenomena and Processes,Genetic Phenomena,G05,Serum Response Element,G05.360.340.024.340.137.750.680.765.800,http://id.nlm.nih.gov/mesh/D027602
Phenomena and Processes,Genetic Phenomena,G05,Vitamin D Response Element,G05.360.340.024.340.137.750.680.765.920,http://id.nlm.nih.gov/mesh/D030181
Phenomena and Processes,Genetic Phenomena,G05,TATA Box,G05.360.340.024.340.137.750.680.850,http://id.nlm.nih.gov/mesh/D016385
Phenomena and Processes,Genetic Phenomena,G05,"Terminator Regions, Genetic",G05.360.340.024.340.137.750.830,http://id.nlm.nih.gov/mesh/D013728
Phenomena and Processes,Genetic Phenomena,G05,Transcription Initiation Site,G05.360.340.024.340.137.750.840,http://id.nlm.nih.gov/mesh/D024363
Phenomena and Processes,Genetic Phenomena,G05,RNA 3' Polyadenylation Signals,G05.360.340.024.340.137.775,http://id.nlm.nih.gov/mesh/D039104
Phenomena and Processes,Genetic Phenomena,G05,RNA 5' Terminal Oligopyrimidine Sequence,G05.360.340.024.340.137.785,http://id.nlm.nih.gov/mesh/D038641
Phenomena and Processes,Genetic Phenomena,G05,RNA Splice Sites,G05.360.340.024.340.137.800,http://id.nlm.nih.gov/mesh/D022821
Phenomena and Processes,Genetic Phenomena,G05,Untranslated Regions,G05.360.340.024.340.137.910,http://id.nlm.nih.gov/mesh/D020506
Phenomena and Processes,Genetic Phenomena,G05,3' Untranslated Regions,G05.360.340.024.340.137.910.880,http://id.nlm.nih.gov/mesh/D020413
Phenomena and Processes,Genetic Phenomena,G05,AU Rich Elements,G05.360.340.024.340.137.910.880.500,http://id.nlm.nih.gov/mesh/D063307
Phenomena and Processes,Genetic Phenomena,G05,5' Untranslated Regions,G05.360.340.024.340.137.910.885,http://id.nlm.nih.gov/mesh/D020121
Phenomena and Processes,Genetic Phenomena,G05,"Genes, cdc",G05.360.340.024.340.220,http://id.nlm.nih.gov/mesh/D018816
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Chloroplast",G05.360.340.024.340.225,http://id.nlm.nih.gov/mesh/D061125
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Developmental",G05.360.340.024.340.230,http://id.nlm.nih.gov/mesh/D050437
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Homeobox",G05.360.340.024.340.230.500,http://id.nlm.nih.gov/mesh/D005801
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Dominant",G05.360.340.024.340.240,http://id.nlm.nih.gov/mesh/D005799
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Duplicate",G05.360.340.024.340.250,http://id.nlm.nih.gov/mesh/D020131
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Essential",G05.360.340.024.340.270,http://id.nlm.nih.gov/mesh/D020043
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Helminth",G05.360.340.024.340.310,http://id.nlm.nih.gov/mesh/D017238
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Immediate-Early",G05.360.340.024.340.330,http://id.nlm.nih.gov/mesh/D017781
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Immunoglobulin",G05.360.340.024.340.335,http://id.nlm.nih.gov/mesh/D005803
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Immunoglobulin Heavy Chain",G05.360.340.024.340.335.300,http://id.nlm.nih.gov/mesh/D050438
Phenomena and Processes,Genetic Phenomena,G05,Hinge Exons,G05.360.340.024.340.335.300.249,http://id.nlm.nih.gov/mesh/D052058
Phenomena and Processes,Genetic Phenomena,G05,Immunoglobulin Switch Region,G05.360.340.024.340.335.300.500,http://id.nlm.nih.gov/mesh/D007134
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Immunoglobulin Light Chain",G05.360.340.024.340.335.310,http://id.nlm.nih.gov/mesh/D050439
Phenomena and Processes,Genetic Phenomena,G05,VDJ Exons,G05.360.340.024.340.335.655,http://id.nlm.nih.gov/mesh/D050441
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Insect",G05.360.340.024.340.340,http://id.nlm.nih.gov/mesh/D017344
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Lethal",G05.360.340.024.340.350,http://id.nlm.nih.gov/mesh/D005804
Phenomena and Processes,Genetic Phenomena,G05,"Genes, MDR",G05.360.340.024.340.361,http://id.nlm.nih.gov/mesh/D019450
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Microbial",G05.360.340.024.340.364,http://id.nlm.nih.gov/mesh/D064351
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Archaeal",G05.360.340.024.340.364.124,http://id.nlm.nih.gov/mesh/D019766
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Bacterial",G05.360.340.024.340.364.249,http://id.nlm.nih.gov/mesh/D005798
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Fungal",G05.360.340.024.340.364.500,http://id.nlm.nih.gov/mesh/D005800
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Mating Type, Fungal",G05.360.340.024.340.364.500.089,http://id.nlm.nih.gov/mesh/D049770
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Viral",G05.360.340.024.340.364.875,http://id.nlm.nih.gov/mesh/D005814
Phenomena and Processes,Genetic Phenomena,G05,"Genes, env",G05.360.340.024.340.364.875.172,http://id.nlm.nih.gov/mesh/D015752
Phenomena and Processes,Genetic Phenomena,G05,"Genes, gag",G05.360.340.024.340.364.875.258,http://id.nlm.nih.gov/mesh/D015750
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Immediate-Early",G05.360.340.024.340.364.875.345,http://id.nlm.nih.gov/mesh/D017781
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Intracisternal A-Particle",G05.360.340.024.340.364.875.360,http://id.nlm.nih.gov/mesh/D007426
Phenomena and Processes,Genetic Phenomena,G05,"Genes, nef",G05.360.340.024.340.364.875.600,http://id.nlm.nih.gov/mesh/D015754
Phenomena and Processes,Genetic Phenomena,G05,"Genes, pol",G05.360.340.024.340.364.875.667,http://id.nlm.nih.gov/mesh/D015751
Phenomena and Processes,Genetic Phenomena,G05,"Genes, pX",G05.360.340.024.340.364.875.735,http://id.nlm.nih.gov/mesh/D016355
Phenomena and Processes,Genetic Phenomena,G05,"Genes, rev",G05.360.340.024.340.364.875.775,http://id.nlm.nih.gov/mesh/D015757
Phenomena and Processes,Genetic Phenomena,G05,"Genes, tat",G05.360.340.024.340.364.875.850,http://id.nlm.nih.gov/mesh/D015756
Phenomena and Processes,Genetic Phenomena,G05,"Genes, vif",G05.360.340.024.340.364.875.890,http://id.nlm.nih.gov/mesh/D016341
Phenomena and Processes,Genetic Phenomena,G05,"Genes, vpr",G05.360.340.024.340.364.875.897,http://id.nlm.nih.gov/mesh/D016334
Phenomena and Processes,Genetic Phenomena,G05,"Genes, vpu",G05.360.340.024.340.364.875.900,http://id.nlm.nih.gov/mesh/D016338
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Mitochondrial",G05.360.340.024.340.365,http://id.nlm.nih.gov/mesh/D050259
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Modifier",G05.360.340.024.340.370,http://id.nlm.nih.gov/mesh/D060045
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Neoplasm",G05.360.340.024.340.375,http://id.nlm.nih.gov/mesh/D052138
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Tumor Suppressor",G05.360.340.024.340.375.249,http://id.nlm.nih.gov/mesh/D016147
Phenomena and Processes,Genetic Phenomena,G05,"Genes, APC",G05.360.340.024.340.375.249.050,http://id.nlm.nih.gov/mesh/D017491
Phenomena and Processes,Genetic Phenomena,G05,"Genes, BRCA1",G05.360.340.024.340.375.249.100,http://id.nlm.nih.gov/mesh/D019398
Phenomena and Processes,Genetic Phenomena,G05,"Genes, BRCA2",G05.360.340.024.340.375.249.105,http://id.nlm.nih.gov/mesh/D024522
Phenomena and Processes,Genetic Phenomena,G05,"Genes, DCC",G05.360.340.024.340.375.249.200,http://id.nlm.nih.gov/mesh/D016163
Phenomena and Processes,Genetic Phenomena,G05,"Genes, MCC",G05.360.340.024.340.375.249.320,http://id.nlm.nih.gov/mesh/D017431
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Neurofibromatosis 1",G05.360.340.024.340.375.249.340,http://id.nlm.nih.gov/mesh/D016514
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Neurofibromatosis 2",G05.360.340.024.340.375.249.345,http://id.nlm.nih.gov/mesh/D016515
Phenomena and Processes,Genetic Phenomena,G05,"Genes, p16",G05.360.340.024.340.375.249.375,http://id.nlm.nih.gov/mesh/D019942
Phenomena and Processes,Genetic Phenomena,G05,"Genes, p53",G05.360.340.024.340.375.249.385,http://id.nlm.nih.gov/mesh/D016158
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Retinoblastoma",G05.360.340.024.340.375.249.400,http://id.nlm.nih.gov/mesh/D016161
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Wilms Tumor",G05.360.340.024.340.375.249.420,http://id.nlm.nih.gov/mesh/D016162
Phenomena and Processes,Genetic Phenomena,G05,Oncogenes,G05.360.340.024.340.375.500,http://id.nlm.nih.gov/mesh/D009857
Phenomena and Processes,Genetic Phenomena,G05,Proto-Oncogenes,G05.360.340.024.340.375.500.791,http://id.nlm.nih.gov/mesh/D011519
Phenomena and Processes,Genetic Phenomena,G05,"Genes, abl",G05.360.340.024.340.375.500.791.100,http://id.nlm.nih.gov/mesh/D016313
Phenomena and Processes,Genetic Phenomena,G05,"Genes, bcl-1",G05.360.340.024.340.375.500.791.148,http://id.nlm.nih.gov/mesh/D019940
Phenomena and Processes,Genetic Phenomena,G05,"Genes, bcl-2",G05.360.340.024.340.375.500.791.150,http://id.nlm.nih.gov/mesh/D019254
Phenomena and Processes,Genetic Phenomena,G05,"Genes, erbA",G05.360.340.024.340.375.500.791.290,http://id.nlm.nih.gov/mesh/D018776
Phenomena and Processes,Genetic Phenomena,G05,"Genes, erbB",G05.360.340.024.340.375.500.791.295,http://id.nlm.nih.gov/mesh/D018815
Phenomena and Processes,Genetic Phenomena,G05,"Genes, erbB-1",G05.360.340.024.340.375.500.791.295.300,http://id.nlm.nih.gov/mesh/D018773
Phenomena and Processes,Genetic Phenomena,G05,"Genes, erbB-2",G05.360.340.024.340.375.500.791.295.305,http://id.nlm.nih.gov/mesh/D018734
Phenomena and Processes,Genetic Phenomena,G05,"Genes, fms",G05.360.340.024.340.375.500.791.325,http://id.nlm.nih.gov/mesh/D016236
Phenomena and Processes,Genetic Phenomena,G05,"Genes, fos",G05.360.340.024.340.375.500.791.330,http://id.nlm.nih.gov/mesh/D016762
Phenomena and Processes,Genetic Phenomena,G05,"Genes, jun",G05.360.340.024.340.375.500.791.365,http://id.nlm.nih.gov/mesh/D016758
Phenomena and Processes,Genetic Phenomena,G05,"Genes, mos",G05.360.340.024.340.375.500.791.400,http://id.nlm.nih.gov/mesh/D016258
Phenomena and Processes,Genetic Phenomena,G05,"Genes, myb",G05.360.340.024.340.375.500.791.418,http://id.nlm.nih.gov/mesh/D020570
Phenomena and Processes,Genetic Phenomena,G05,"Genes, myc",G05.360.340.024.340.375.500.791.420,http://id.nlm.nih.gov/mesh/D016259
Phenomena and Processes,Genetic Phenomena,G05,"Genes, ras",G05.360.340.024.340.375.500.791.550,http://id.nlm.nih.gov/mesh/D011905
Phenomena and Processes,Genetic Phenomena,G05,"Genes, rel",G05.360.340.024.340.375.500.791.552,http://id.nlm.nih.gov/mesh/D020573
Phenomena and Processes,Genetic Phenomena,G05,"Genes, sis",G05.360.340.024.340.375.500.791.560,http://id.nlm.nih.gov/mesh/D020571
Phenomena and Processes,Genetic Phenomena,G05,"Genes, src",G05.360.340.024.340.375.500.791.570,http://id.nlm.nih.gov/mesh/D016391
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Overlapping",G05.360.340.024.340.385,http://id.nlm.nih.gov/mesh/D005807
Phenomena and Processes,Genetic Phenomena,G05,Nested Genes,G05.360.340.024.340.385.600,http://id.nlm.nih.gov/mesh/D032041
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Plant",G05.360.340.024.340.393,http://id.nlm.nih.gov/mesh/D017343
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Protozoan",G05.360.340.024.340.396,http://id.nlm.nih.gov/mesh/D017125
Phenomena and Processes,Genetic Phenomena,G05,"Genes, RAG-1",G05.360.340.024.340.400,http://id.nlm.nih.gov/mesh/D016654
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Recessive",G05.360.340.024.340.415,http://id.nlm.nih.gov/mesh/D005808
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Tumor Suppressor",G05.360.340.024.340.415.400,http://id.nlm.nih.gov/mesh/D016147
Phenomena and Processes,Genetic Phenomena,G05,"Genes, APC",G05.360.340.024.340.415.400.050,http://id.nlm.nih.gov/mesh/D017491
Phenomena and Processes,Genetic Phenomena,G05,"Genes, BRCA1",G05.360.340.024.340.415.400.100,http://id.nlm.nih.gov/mesh/D019398
Phenomena and Processes,Genetic Phenomena,G05,"Genes, BRCA2",G05.360.340.024.340.415.400.105,http://id.nlm.nih.gov/mesh/D024522
Phenomena and Processes,Genetic Phenomena,G05,"Genes, DCC",G05.360.340.024.340.415.400.200,http://id.nlm.nih.gov/mesh/D016163
Phenomena and Processes,Genetic Phenomena,G05,"Genes, MCC",G05.360.340.024.340.415.400.320,http://id.nlm.nih.gov/mesh/D017431
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Neurofibromatosis 1",G05.360.340.024.340.415.400.340,http://id.nlm.nih.gov/mesh/D016514
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Neurofibromatosis 2",G05.360.340.024.340.415.400.345,http://id.nlm.nih.gov/mesh/D016515
Phenomena and Processes,Genetic Phenomena,G05,"Genes, p16",G05.360.340.024.340.415.400.375,http://id.nlm.nih.gov/mesh/D019942
Phenomena and Processes,Genetic Phenomena,G05,"Genes, p53",G05.360.340.024.340.415.400.385,http://id.nlm.nih.gov/mesh/D016158
Phenomena and Processes,Genetic Phenomena,G05,"Genes, Retinoblastoma",G05.360.340.024.340.415.400.400,http://id.nlm.nih.gov/mesh/D016161
